Gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,brain_region,Subclass,Class,Comparison,CCA,RCCA,RTSS,Count,avg_FC
Epha7,3.27E-91,0.502761282,0.991,0.548,1.15E-86,ALM vs VISp,L2/3 IT,Glut,Glut ALM vs VISp L2/3 IT,,1,,1,1.653280146
Gria1,9.95E-29,0.259960809,1,0.984,3.50E-24,ALM vs VISp,L2/3 IT,Glut,Glut ALM vs VISp L2/3 IT,,,1,1,1.29687926
Map2k1,1.28E-35,0.274686223,0.997,1,4.49E-31,ALM vs VISp,L2/3 IT,Glut,Glut ALM vs VISp L2/3 IT,,1,,1,1.316117643
Mbp,1.09E-49,-0.368247207,0.809,0.946,3.85E-45,ALM vs VISp,L2/3 IT,Glut,Glut ALM vs VISp L2/3 IT,,1,,1,0.691946107
Mgll,6.76E-86,0.410252569,0.997,0.76,2.38E-81,ALM vs VISp,L2/3 IT,Glut,Glut ALM vs VISp L2/3 IT,,,1,1,1.507198409
Ntrk2,2.90E-22,-0.319970618,1,0.999,1.02E-17,ALM vs VISp,L2/3 IT,Glut,Glut ALM vs VISp L2/3 IT,,,1,1,0.726170373
Plk2,1.59E-22,-0.300167826,1,1,5.61E-18,ALM vs VISp,L2/3 IT,Glut,Glut ALM vs VISp L2/3 IT,,,1,1,0.740693903
Prkcg,3.52E-55,0.483759858,1,0.952,1.24E-50,ALM vs VISp,L2/3 IT,Glut,Glut ALM vs VISp L2/3 IT,,,1,1,1.62216205
Prnp,4.27E-46,0.292024031,1,1,1.50E-41,ALM vs VISp,L2/3 IT,Glut,Glut ALM vs VISp L2/3 IT,,1,1,1,1.339135198
Ptn,7.09E-28,-0.252647074,1,1,2.50E-23,ALM vs VISp,L2/3 IT,Glut,Glut ALM vs VISp L2/3 IT,,,1,1,0.776741966
Ptprd,4.28E-50,-0.390200944,1,0.999,1.51E-45,ALM vs VISp,L2/3 IT,Glut,Glut ALM vs VISp L2/3 IT,1,,1,1,0.676920838
Pvrl3,2.69E-17,-0.274998754,0.991,0.985,9.48E-13,ALM vs VISp,L2/3 IT,Glut,Glut ALM vs VISp L2/3 IT,1,,,1,0.75957307
Rims2,1.66E-34,-0.297905124,1,0.996,5.83E-30,ALM vs VISp,L2/3 IT,Glut,Glut ALM vs VISp L2/3 IT,,,1,1,0.74237177
Snca,1.24E-39,0.287166583,1,1,4.37E-35,ALM vs VISp,L2/3 IT,Glut,Glut ALM vs VISp L2/3 IT,,,1,1,1.332646191
Syt4,6.01E-20,-0.282749875,1,1,2.12E-15,ALM vs VISp,L2/3 IT,Glut,Glut ALM vs VISp L2/3 IT,,,1,1,0.753708286
Tenm2,1.68E-121,-0.572012688,0.988,0.999,5.92E-117,ALM vs VISp,L2/3 IT,Glut,Glut ALM vs VISp L2/3 IT,1,,,1,0.564388357
Tmem47,8.07E-16,-0.326110343,0.852,0.863,2.84E-11,ALM vs VISp,L2/3 IT,Glut,Glut ALM vs VISp L2/3 IT,1,,,1,0.721725546
Adcy1,7.80E-64,-0.250565215,1,0.998,2.75E-59,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,0.778360718
Adcyap1,3.24E-154,0.513942864,0.927,0.498,1.14E-149,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,1.671870173
Adk,5.23E-297,0.543992804,0.999,0.917,1.84E-292,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,1,,1,1.722872238
Arc,2.02E-28,-0.410167976,0.974,0.95,7.10E-24,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,0.663538782
Atf4,3.50E-173,-0.431487292,1,0.999,1.23E-168,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,0.649542317
Cacng3,4.52E-116,0.275898346,1,0.997,1.59E-111,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,1.317713906
Calb1,7.99E-81,0.692802589,0.498,0.158,2.82E-76,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,1.999310936
Camk2d,1.79E-63,-0.328581172,0.776,0.925,6.31E-59,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,0.719944487
Cdh8,1.15E-62,0.254096024,0.941,0.827,4.06E-58,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,1,,,1,1.289295602
Clstn2,1.82E-96,-0.309716754,0.948,0.973,6.42E-92,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,1,,1,1,0.733654732
Cnr1,6.02E-181,0.521765729,0.995,0.868,2.12E-176,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,1,,1,1,1.685000278
Cplx1,1.18E-254,-0.885721151,0.981,1,4.15E-250,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,0.412416651
Cplx2,1.46E-257,-0.80158156,0.823,0.973,5.14E-253,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,0.448618885
Cplx3,4.46E-121,-0.298708111,0.059,0.361,1.57E-116,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,0.741775894
Dgkz,1.27E-117,0.319065357,1,0.966,4.48E-113,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,1.375841243
Dlgap1,4.15E-130,0.299150396,1,0.998,1.46E-125,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,1.348712449
Efr3a,3.01E-206,-0.558980087,0.995,1,1.06E-201,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,1,,,1,0.571791945
Egr1,3.89E-26,-0.331990154,1,0.997,1.37E-21,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,0.717494387
Egr3,1.38E-31,-0.257808161,0.997,0.977,4.86E-27,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,1,,1,0.77274346
Fat3,2.35E-107,0.282389245,0.991,0.847,8.26E-103,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,1,,,1,1.326294873
Fez1,7.74E-205,-0.40776957,1,1,2.72E-200,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,0.665132128
Flot1,1.41E-140,0.302924425,1,0.995,4.96E-136,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,1,1,1,1.353812146
Fut9,3.14E-116,-0.401822181,0.998,1,1.11E-111,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,1,,1,0.669099714
Htr2a,4.42E-149,0.254578123,0.888,0.433,1.56E-144,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,1.28991732
Lrrc4c,3.25E-101,0.269535192,1,1,1.15E-96,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,1,,1,1,1.30935571
Map2k1,2.35E-121,0.324299633,1,0.999,8.26E-117,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,1,,1,1.383061656
Mef2c,2.22E-95,0.258539125,1,1,7.83E-91,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,1.295036817
Ndfip1,1.24E-224,0.403878521,1,1,4.35E-220,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,1,,1,1.497622006
Negr1,1.94E-70,0.256831442,1,0.998,6.84E-66,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,1,,,1,1.292827192
Nrgn,4.18E-63,0.26405531,1,1,1.47E-58,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,1.302200219
Pacsin2,7.98E-25,-0.266354565,0.767,0.736,2.81E-20,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,0.766167423
Pak1,2.89E-108,-0.401539207,1,1,1.02E-103,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,0.669289078
Plcb4,1.15E-106,0.256895017,0.889,0.495,4.06E-102,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,1.292909386
Plk2,1.32E-82,0.310069096,0.999,0.968,4.65E-78,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,1.363519325
Ppp3ca,4.60E-117,0.305465723,1,1,1.62E-112,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,1.357256962
Prkar1b,1.74E-148,0.378692936,1,1,6.11E-144,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,1.460374538
Rgs14,2.87E-179,0.33702926,0.893,0.423,1.01E-174,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,1.40078005
Rgs4,1.75E-131,0.501251652,1,0.999,6.17E-127,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,1.650786188
S100b,1.43E-100,0.52157936,0.673,0.319,5.04E-96,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,1.684686276
Serpine2,1.44E-19,-0.39363787,0.937,0.852,5.06E-15,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,1,1,1,0.674598304
Slc24a2,5.07E-186,-0.717625602,0.694,1,1.78E-181,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,0.487909373
Snca,1.47E-222,0.500236148,1,1,5.18E-218,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,,1,1,1.649110659
Sparcl1,4.26E-48,0.367498404,0.965,0.828,1.50E-43,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,1,,,1,1.444117494
Tenm1,1.96E-118,0.289438746,0.977,0.786,6.92E-114,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,1,,,1,1.335677623
Tenm2,4.48E-193,-0.348750127,0.997,1,1.58E-188,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,1,,,1,0.705569411
Tmem47,6.61E-131,-0.446265273,0.815,0.932,2.33E-126,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,1,,,1,0.640013971
Zdhhc2,2.75E-131,0.3870403,0.998,0.89,9.67E-127,ALM vs VISp,L5 IT,Glut,Glut ALM vs VISp L5 IT,,1,1,1,1.472615836
Abhd6,5.70E-49,-0.321927545,0.97,0.996,2.01E-44,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.7247507
Alcam,6.41E-100,0.67321128,0.853,0.241,2.26E-95,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,,,1,1.960523011
App,1.02E-43,0.255996907,1,1,3.59E-39,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,1.291748733
Arc,3.19E-34,-0.587066287,0.739,0.838,1.12E-29,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.55595591
Atf4,8.51E-74,-0.47628818,0.995,0.998,3.00E-69,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.621084472
Atp1b2,1.75E-41,-0.292403501,0.168,0.577,6.15E-37,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,,,1,0.746467275
Atp2a2,9.62E-63,0.386079894,1,1,3.39E-58,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,1.471202206
Atp2b2,7.09E-61,0.333030483,1,1,2.50E-56,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,1.395189827
Bdnf,7.16E-13,-0.409275293,0.891,0.84,2.52E-08,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.664131376
Bscl2,2.90E-41,-0.277099722,1,1,1.02E-36,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.757978906
Cacnb4,1.04E-17,0.252890441,1,0.996,3.65E-13,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,1.287742185
Cacng3,2.37E-43,-0.357407273,1,1,8.36E-39,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.699487557
Cadm1,6.89E-84,-0.774646954,0.989,1,2.43E-79,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,,,1,0.460866459
Calb1,3.10E-61,-0.735612103,0.296,0.743,1.09E-56,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.479212042
Camk2a,1.10E-50,0.303203196,1,0.996,3.88E-46,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,1.354189602
Cd200,2.37E-102,-0.719602246,0.981,1,8.34E-98,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,,,1,0.486945902
Cd47,1.84E-29,-0.282465062,1,0.998,6.47E-25,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,1,,1,0.753922982
Cdh11,9.83E-51,0.310301265,0.995,0.901,3.46E-46,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,,1,1,1.363835928
Cdh13,1.26E-29,0.394062511,0.924,0.66,4.45E-25,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,,,1,1.482993249
Cdk5r1,4.33E-89,0.482111032,1,0.998,1.52E-84,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,,,1,1.61948959
Cnr1,1.26E-50,0.33855569,1,0.963,4.42E-46,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,,1,1,1.402919875
Cntn6,5.99E-40,-0.30503848,0.837,0.965,2.11E-35,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,,,1,0.73709501
Coro1a,1.29E-34,-0.25702287,1,1,4.55E-30,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,1,,1,0.773350527
Cplx2,8.88E-94,0.53314284,0.997,0.884,3.13E-89,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,1.70428018
Cx3cl1,3.15E-60,-0.426246651,1,1,1.11E-55,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,1,,1,0.65295527
Cyp46a1,3.91E-63,-0.420329994,1,1,1.38E-58,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.656830034
Dbi,2.66E-64,0.318673192,1,0.996,9.38E-60,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,1.375301792
Dmtn,2.63E-43,-0.291165458,1,1,9.27E-39,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,1,,1,0.747392006
Efnb2,8.17E-65,0.252661914,0.976,0.629,2.88E-60,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,1,,1,1.287447935
Egr1,6.07E-55,-0.827612451,0.984,0.987,2.14E-50,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.437091619
Emb,6.16E-23,0.250553465,0.986,0.925,2.17E-18,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,,,1,1.284736277
Epha7,3.04E-50,0.358472869,1,0.947,1.07E-45,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,1,,1,1.431142203
Fabp5,5.62E-90,0.409611495,1,1,1.98E-85,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,1.506232493
Gnai1,1.88E-32,-0.284106858,1,1,6.62E-28,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.75268621
Gria1,1.80E-32,0.253310876,1,0.987,6.34E-28,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,1.288283711
Hnrnpk,1.05E-87,-0.43012933,1,1,3.68E-83,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.65042497
Igfbp2,1.36E-39,-0.306531815,0.062,0.456,4.79E-35,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,1,,1,0.735995102
Igsf21,4.36E-43,-0.320966443,1,0.996,1.53E-38,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,,,1,0.725447594
Itpka,8.11E-34,-0.326284655,1,0.998,2.86E-29,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.721599751
Kctd13,8.08E-55,-0.312173869,0.997,1,2.85E-50,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.73185427
Lrrtm1,7.92E-11,-0.289057516,0.986,0.939,0.00000279,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.748969126
Lrrtm2,6.56E-35,0.267456729,0.997,0.809,2.31E-30,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,1.306637089
Ndfip1,6.34E-80,-0.420073567,1,1,2.23E-75,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,1,,1,0.656998485
Neto1,8.72E-69,0.484364522,1,0.96,3.07E-64,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,1.623143209
Nrn1,2.61E-20,-0.314356121,1,0.974,9.19E-16,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.730258921
Nrxn3,1.59E-65,0.418316485,1,1,5.59E-61,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,1.519401466
Nsg1,8.99E-94,-0.575879559,1,1,3.17E-89,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.562210154
Pacsin2,2.51E-24,-0.25631382,0.921,0.938,8.82E-20,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.773899066
Pcdh10,3.79E-32,0.256272434,0.984,0.98,1.34E-27,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,,,1,1.292104693
Pcdh17,2.13E-89,0.549013626,1,0.833,7.50E-85,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,,1,1,1.731544225
Pink1,2.58E-47,-0.325104639,1,1,9.09E-43,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.722451753
Plk2,1.44E-56,-0.461786475,1,1,5.07E-52,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.63015688
Pnn,4.64E-71,-0.389562404,0.995,0.998,1.63E-66,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,,,1,0.677353217
Ppfia2,1.28E-50,0.298219352,1,0.971,4.49E-46,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,1.347457323
Ppia,3.74E-78,0.354592458,1,1,1.32E-73,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,,,1,1.425599544
Ppp1r9a,2.11E-35,0.253723576,1,0.998,7.43E-31,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,1.288815495
Prkar1a,1.37E-64,-0.279721694,1,1,4.82E-60,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,1,,1,0.75599411
Prkce,6.23E-90,0.458784328,1,1,2.19E-85,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,1.582149441
Ptk2b,9.30E-38,-0.3210505,1,1,3.27E-33,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.725386618
Ptn,2.10E-99,0.903598651,1,0.989,7.41E-95,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,2.46847031
Ptpn5,3.48E-46,-0.319964804,0.976,0.996,1.23E-41,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.726174595
Ptprs,1.61E-43,0.26720702,1,1,5.65E-39,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,,1,1,1.306310851
Rac1,7.15E-64,-0.30936627,1,1,2.52E-59,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.733911911
Rasgrp1,5.65E-84,0.50431855,1,0.998,1.99E-79,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,1,,1,1.655856752
Rims2,9.25E-34,-0.261849663,1,1,3.26E-29,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.769626718
S100b,1.37E-140,1.335074996,1,0.562,4.81E-136,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,3.800280942
Serpine2,2.37E-59,-0.528489179,1,1,8.33E-55,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,1,1,1,0.589494919
Slc1a1,8.46E-26,-0.271040189,1,1,2.98E-21,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.762585848
Spint2,2.98E-60,-0.366690493,0.796,0.969,1.05E-55,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,1,,1,0.693024108
Sqstm1,7.95E-55,-0.336531973,1,1,2.80E-50,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.714243047
Stx4a,1.05E-40,-0.260424592,0.957,0.98,3.70E-36,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.770724273
Syne1,6.38E-64,0.441089491,1,0.996,2.25E-59,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,1.554399801
Syp,5.65E-85,-0.539000217,1,1,1.99E-80,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.583331166
Tenm2,2.31E-75,-0.38261756,0.995,1,8.14E-71,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,,,1,0.682073702
Tenm3,2.03E-108,-0.377597507,0.601,1,7.14E-104,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,1,,1,0.685506357
Thy1,7.45E-48,0.356562375,1,1,2.62E-43,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,1,,1,1.428410625
Tnr,1.16E-71,0.368559828,0.995,0.732,4.09E-67,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,1,1,1,1,1.445651128
Vamp2,4.65E-59,-0.324890699,1,1,1.64E-54,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,0.722606331
Xbp1,1.04E-82,-0.504606232,0.995,1,3.66E-78,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,1,,1,0.603743263
Ywhag,1.06E-70,0.441517684,1,1,3.74E-66,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,,1,1,1.555065527
Zdhhc2,4.50E-35,0.257837409,1,0.943,1.59E-30,ALM vs VISp,L5 PT,Glut,Glut ALM vs VISp L5 PT,,1,1,1,1.294128388
Alcam,6.84E-169,0.40413041,0.877,0.115,2.41E-164,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,1,,,1,1.497999288
Cacnb4,1.14E-36,-0.31647323,1,1,4.01E-32,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,,,1,1,0.728714519
Cdh9,6.46E-64,0.360420855,0.92,0.524,2.27E-59,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,1,,,1,1.433932765
Chrna5,2.88E-93,0.411005309,0.76,0.162,1.01E-88,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,,,1,1,1.508333364
Efr3a,3.15E-54,-0.475031943,1,1,1.11E-49,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,1,,,1,0.621865192
Egr3,8.80E-12,-0.284387538,0.874,0.891,0.00000031,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,,1,,1,0.752474976
Emb,1.01E-61,-0.489852336,0.923,0.985,3.57E-57,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,1,,,1,0.612716864
Epha7,2.12E-66,0.482999629,0.991,0.881,7.45E-62,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,,1,,1,1.620929304
Fabp5,6.51E-53,0.269750268,1,0.998,2.29E-48,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,,,1,1,1.309637352
Grm5,4.98E-29,-0.307560141,0.969,0.977,1.75E-24,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,,,1,1,0.735238648
Homer1,2.82E-23,-0.308344447,0.997,0.999,9.93E-19,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,,,1,1,0.734662222
Mbp,2.41E-46,-0.276762431,0.474,0.806,8.49E-42,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,,1,,1,0.758234609
Mef2c,4.66E-53,-0.329404255,1,1,1.64E-48,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,,,1,1,0.719352156
Nrn1,7.24E-42,-0.550416336,0.966,0.996,2.55E-37,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,,,1,1,0.576709655
Pik3r1,1.46E-25,0.255041547,0.997,0.985,5.12E-21,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,,1,,1,1.290515237
Ppp3ca,5.32E-45,0.332625101,1,1,1.87E-40,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,,,1,1,1.394624357
Prkcb,1.83E-35,-0.278772564,1,1,6.45E-31,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,,,1,1,0.756711987
Prnp,3.89E-40,0.284598605,1,1,1.37E-35,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,,1,1,1,1.329228375
Ptk2,1.51E-28,-0.273433892,1,1,5.31E-24,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,,1,1,1,0.760762627
Ptn,8.38E-98,0.517986536,0.949,0.454,2.95E-93,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,,,1,1,1.678644355
Ptpn5,4.53E-31,-0.289273772,0.946,0.984,1.60E-26,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,,,1,1,0.748807175
Slc4a10,3.89E-37,-0.314503389,1,1,1.37E-32,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,,,1,1,0.730151385
Snap25,6.04E-50,0.33364791,1,1,2.13E-45,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,,,1,1,1.396051521
Syt4,5.04E-34,-0.283804584,1,1,1.77E-29,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,,,1,1,0.752913762
Tenm2,3.96E-122,-0.450721488,0.854,0.999,1.39E-117,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,1,,,1,0.637168276
Tenm3,1.21E-94,-0.27580356,0.269,0.88,4.26E-90,ALM vs VISp,L6 CT,Glut,Glut ALM vs VISp L6 CT,1,1,,1,0.758962007
