Gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,brain_region,Subclass,Class,Comparison,Count,CCA,RCCA,RTSS,,,GO Cell-Cell Adhesion,GO Regulation of Cell-Cell Adhesion,GO Regulation of trans-synaptic signaling
Dtnbp1,1.24E-122,0.469459309,1,0.957,4.38E-118,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,1,,,,,
Dusp14,5.83E-88,0.484257024,1,0.997,2.05E-83,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Dusp6,1.78E-81,0.47009773,0.988,0.817,6.25E-77,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Dync1i1,7.01E-39,-0.279722945,1,0.997,2.47E-34,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Dynll1,5.43E-56,-0.274487306,1,1,1.91E-51,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Edil3,6.71E-140,0.66675204,0.995,0.543,2.36E-135,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Efhd2,8.61E-140,-0.756464105,1,1,3.03E-135,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Efna5,5.17E-109,0.308149499,0.989,0.611,1.82E-104,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,1,1,,,,,,
Efr3a,3.27E-99,-0.642611089,0.995,1,1.15E-94,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,1,,,,,,,
Egr3,3.69E-50,0.280472522,0.997,0.874,1.30E-45,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,1,,,,,,
Egr4,2.44E-69,0.300718944,0.966,0.689,8.58E-65,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Elavl2,5.53E-59,0.27756655,0.995,0.837,1.95E-54,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Elmo2,3.04E-55,0.328339645,0.997,0.943,1.07E-50,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,1,,,,,,,
Emc3,9.79E-70,-0.323763158,0.997,0.997,3.45E-65,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Eml5,1.39E-36,-0.281272628,0.956,0.983,4.89E-32,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Eno2,6.92E-33,-0.261454492,1,1,2.44E-28,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Enpp2,4.94E-153,1.025039576,0.995,0.52,1.74E-148,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Epdr1,5.41E-60,-0.392554444,1,0.994,1.90E-55,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Epha4,3.83E-130,0.634365999,1,0.909,1.35E-125,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,1,,,,,
Erc2,8.37E-40,0.26249336,0.999,0.986,2.95E-35,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Etl4,8.99E-78,-0.32080946,0.979,0.994,3.17E-73,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Etv1,2.32E-31,0.284267978,0.834,0.549,8.19E-27,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Extl3,8.45E-109,0.351819752,0.995,0.763,2.97E-104,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
F2rl2,7.09E-56,0.304755635,0.493,0.037,2.50E-51,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Fabp3,1.23E-82,0.294300276,1,1,4.33E-78,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Fam163b,5.72E-74,-0.437218296,0.968,0.997,2.01E-69,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Fam19a1,6.11E-166,0.863559687,0.907,0.031,2.15E-161,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Fam212b,2.66E-129,0.497789552,1,0.946,9.38E-125,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Fam213b,2.14E-120,0.394815125,1,0.997,7.52E-116,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Fam81a,3.67E-82,0.33116624,1,1,1.29E-77,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Fancd2,7.57E-121,-0.51366315,0.31,0.826,2.66E-116,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Fat3,4.73E-95,0.400391321,0.991,0.677,1.67E-90,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,1,,,,,,,
Fbxo34,2.23E-58,0.292086973,0.991,0.903,7.86E-54,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Fbxw7,1.79E-98,0.428514207,1,1,6.29E-94,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Fdft1,7.43E-44,-0.340398061,0.997,1,2.62E-39,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Fez1,1.78E-151,-0.556375388,1,1,6.26E-147,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,1,,,,,
Fgf12,3.68E-65,0.283387242,1,1,1.29E-60,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Fhl1,2.37E-162,0.499747024,0.967,0.22,8.33E-158,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Fhod3,6.03E-95,0.290925809,0.994,0.763,2.12E-90,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Fjx1,3.54E-97,0.274049775,0.93,0.383,1.25E-92,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Fkbp1b,9.65E-81,0.397904213,0.999,0.937,3.40E-76,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Fkbp4,3.15E-54,-0.310066626,0.994,0.997,1.11E-49,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Fndc5,6.28E-95,0.39182885,0.997,0.649,2.21E-90,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Foxp1,5.50E-135,0.599387996,1,0.997,1.94E-130,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Foxp2,0,-0.93067785,0.116,0.994,0,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Fstl4,1.90E-115,0.38348609,0.982,0.451,6.67E-111,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Ftl1,5.60E-93,-0.362238572,1,1,1.97E-88,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Fut9,1.23E-122,-0.673069303,0.998,1,4.33E-118,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,1,,,,,,
Gaa,6.87E-30,0.357350943,0.972,0.909,2.42E-25,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gabra1,1.51E-94,0.424898024,1,1,5.32E-90,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gabra2,2.37E-104,0.37793928,0.98,0.674,8.34E-100,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gabra4,2.21E-64,0.35999154,0.999,0.971,7.77E-60,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gabrg2,1.00E-104,0.431307376,1,1,3.53E-100,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gadd45a,6.45E-131,-0.567607394,0.554,0.957,2.27E-126,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Galnt9,9.40E-54,-0.505112218,0.949,0.997,3.31E-49,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gap43,2.45E-40,-0.284873321,1,1,8.64E-36,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Garnl3,1.67E-123,-0.685448062,0.978,0.997,5.87E-119,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gcnt2,2.18E-142,0.270695806,0.901,0.211,7.68E-138,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,1,,,,,,
Gfra2,2.38E-48,0.292484444,0.994,0.974,8.39E-44,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Glra2,4.59E-217,-0.499069449,0.143,0.809,1.62E-212,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Glul,9.34E-102,-0.318783354,0.91,0.994,3.29E-97,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,1,,,,,
Gm10033,2.02E-107,0.261600116,0.944,0.403,7.11E-103,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gm10635,1.40E-88,-0.298249591,0.045,0.36,4.93E-84,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gm20063,1.65E-167,0.51385764,0.955,0.194,5.81E-163,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gm30620,3.66E-273,-0.305637741,0.015,0.577,1.29E-268,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gm34583,0,-0.631957924,0.095,0.934,0,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gm35853,1.39E-214,-0.258364579,0.041,0.591,4.88E-210,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gng12,1.43E-130,-0.645567669,0.575,0.974,5.04E-126,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gng2,1.66E-46,-0.252274567,0.999,1,5.83E-42,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gng4,7.99E-96,0.396808521,0.984,0.729,2.81E-91,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gpc6,1.47E-153,0.25827889,0.881,0.04,5.18E-149,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,1,,,,,,,
Gpr22,2.40E-44,0.313249643,0.998,0.98,8.46E-40,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gpr88,5.02E-55,0.287872536,0.471,0.017,1.77E-50,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Grhl1,1.64E-70,0.264910813,0.783,0.331,5.76E-66,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gria3,4.80E-80,-0.45458033,0.996,1,1.69E-75,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gria4,6.53E-110,0.554606461,1,0.937,2.30E-105,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,1,,,,,
Grik3,1.69E-156,-0.371525546,0.392,0.966,5.93E-152,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,1,,,,,
Grm2,6.07E-144,0.466443206,0.995,0.434,2.14E-139,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,1,,,,,
Grm3,5.55E-47,0.281282075,0.998,0.957,1.95E-42,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,1,,,,,
Grm5,9.06E-110,0.484753761,1,0.969,3.19E-105,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,1,,,,,
Grm7,2.36E-135,0.497588823,0.998,0.814,8.32E-131,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,1,,,,,
Grp,5.71E-113,-0.338437138,0.102,0.531,2.01E-108,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gsg1l,7.17E-78,-0.298156931,0.541,0.903,2.52E-73,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gsta4,1.85E-48,-0.285752979,0.75,0.934,6.50E-44,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gtdc1,8.34E-58,0.459866581,0.966,0.866,2.94E-53,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Gucy1a3,2.39E-117,0.282380994,0.848,0.146,8.43E-113,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,1,,,,,
Gucy1b3,1.16E-90,0.334131019,1,0.949,4.07E-86,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,1,,,,,
H2-T23,3.99E-117,-0.764523039,0.634,0.943,1.41E-112,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,1,,,,,,
Hcfc2,1.29E-62,0.284506962,0.98,0.791,4.54E-58,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Hdac9,6.77E-156,0.458842027,0.989,0.463,2.38E-151,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Herc3,1.25E-45,0.276188842,1,0.966,4.42E-41,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Herc6,8.19E-97,0.336901406,0.941,0.429,2.88E-92,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Hey1,7.67E-60,0.287412031,0.967,0.843,2.70E-55,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Hgf,4.45E-112,0.355623369,0.735,0.011,1.57E-107,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Hist1h2bc,1.91E-66,-0.36588971,0.611,0.851,6.73E-62,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Hnmt,1.22E-91,-0.462589495,0.992,0.997,4.31E-87,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Hpca,8.31E-131,0.662487823,1,1,2.93E-126,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Hpcal1,1.06E-85,0.374604956,0.87,0.337,3.72E-81,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Hpcal4,3.92E-128,-0.736007741,1,1,1.38E-123,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Hrasls,5.19E-63,0.349498584,0.972,0.74,1.83E-58,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Hrh3,4.06E-192,0.558013924,0.995,0.129,1.43E-187,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Hs3st1,5.49E-120,0.342898084,0.886,0.211,1.93E-115,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Hs3st2,4.15E-80,-0.464375724,0.989,1,1.46E-75,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Hs3st4,1.14E-187,-0.749546381,0.776,1,4.03E-183,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Hs6st2,5.67E-30,-0.254290092,0.725,0.817,2.00E-25,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Htr2a,2.87E-133,0.343934451,0.888,0.114,1.01E-128,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,1,,,,,
Id2,5.86E-24,-0.323565737,0.998,0.997,2.06E-19,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Ier5,3.53E-35,-0.289140061,0.994,0.997,1.24E-30,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Ifi27,4.17E-150,-0.456609115,0.392,0.977,1.47E-145,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Igfbp4,8.19E-133,-1.092108593,0.665,0.94,2.89E-128,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Igh,1.44E-80,-0.623677876,0.859,0.937,5.09E-76,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Igsf21,1.27E-171,-0.792504282,0.736,0.991,4.47E-167,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,1,,,,,,,
Il11ra1,7.55E-113,-0.365523451,0.605,0.911,2.66E-108,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Il34,1.08E-88,0.329339291,0.985,0.763,3.81E-84,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Ilk,3.67E-58,-0.250089305,0.955,0.994,1.29E-53,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Ina,5.30E-135,-0.629122524,0.975,1,1.87E-130,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Ipcef1,3.23E-130,-0.67231487,0.86,0.983,1.14E-125,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Itm2b,1.64E-74,0.255354674,1,1,5.77E-70,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Itm2c,8.97E-96,-0.530548978,1,1,3.16E-91,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Itpka,7.22E-70,0.359604518,1,0.989,2.54E-65,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,1,,,,,
Itpr1,1.08E-71,-0.388304109,1,1,3.80E-67,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Jup,8.73E-72,-0.334660293,0.822,0.971,3.07E-67,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,1,,,,,,,
Kcna1,1.93E-113,-0.604030746,0.924,0.991,6.79E-109,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Kcna2,1.19E-83,0.423036951,0.999,0.94,4.18E-79,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Kcnab1,2.51E-188,0.874302338,0.992,0.186,8.85E-184,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Kcnc2,3.68E-126,0.352026284,0.972,0.32,1.30E-121,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Kcnip3,5.61E-40,-0.345400766,0.995,1,1.98E-35,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Kcnip4,2.84E-147,0.758094113,0.998,0.863,1.00E-142,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Kcnk1,3.42E-111,-0.495066395,0.993,1,1.20E-106,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Kcnq5,1.00E-146,0.35506747,0.971,0.297,3.53E-142,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Kcnv1,1.41E-109,0.568974688,1,0.946,4.97E-105,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Kctd4,2.36E-124,0.384790629,0.825,0.111,8.32E-120,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Kctd6,4.77E-85,0.37990221,0.987,0.817,1.68E-80,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Klf6,1.97E-48,0.252360117,0.989,0.88,6.92E-44,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Klf9,1.35E-58,-0.294357611,0.999,1,4.77E-54,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Klhdc8a,6.74E-129,0.424875006,0.815,0.054,2.37E-124,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Klhdc8b,3.68E-144,0.332266687,0.904,0.186,1.30E-139,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Krt12,7.83E-189,0.809415788,0.999,0.354,2.76E-184,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Krt80,0,-0.44415325,0.011,0.74,0,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Lamp5,9.94E-142,1.51718561,0.952,0.529,3.50E-137,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Laptm4a,1.92E-56,-0.308657671,1,1,6.75E-52,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Laptm4b,2.60E-62,0.353733448,0.997,0.929,9.15E-58,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Lcorl,7.41E-93,0.336168474,0.88,0.326,2.61E-88,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Lgi3,4.19E-126,0.335254285,0.925,0.354,1.48E-121,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Lhx2,2.29E-178,0.263798936,0.941,0.017,8.06E-174,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Lin7a,5.96E-179,0.879600174,0.999,0.774,2.10E-174,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Lin7b,2.15E-102,0.385840675,1,1,7.56E-98,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Lingo1,5.74E-153,0.660282087,1,0.974,2.02E-148,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Lingo2,7.39E-140,0.281094891,0.837,0.037,2.60E-135,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Lmo1,1.82E-99,-0.430342791,0.743,0.94,6.42E-95,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Lmo4,2.08E-128,0.595640355,1,1,7.34E-124,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
LOC101056001,1.12E-189,0.683245649,0.998,0.289,3.95E-185,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
LOC105242740,1.12E-299,-0.466193077,0.114,0.903,3.94E-295,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Lpgat1,5.90E-74,-0.4236675,1,1,2.08E-69,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Lrfn5,9.79E-80,0.338350961,0.998,0.906,3.45E-75,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,1,,,,,,,
Lrp1b,1.75E-55,-0.314178826,0.985,1,6.16E-51,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Lrrc49,3.13E-85,0.316287017,0.996,0.923,1.10E-80,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Lrrc4c,1.37E-145,0.617148568,1,1,4.81E-141,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,1,,1,,,,,
Lrrc55,7.88E-100,-0.287810119,0.319,0.823,2.78E-95,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Lrrtm1,5.68E-132,0.465608958,0.981,0.514,2.00E-127,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,1,,,,,
Lrrtm2,3.56E-85,-0.472970822,0.975,0.991,1.25E-80,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,1,,,,,
Lrrtm3,2.97E-48,-0.320392481,0.971,0.989,1.05E-43,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Lsm8,2.79E-61,-0.265633403,0.996,1,9.84E-57,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Lsp1,1.54E-252,-0.60374189,0.062,0.709,5.44E-248,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Lxn,5.27E-75,0.258746745,0.958,0.677,1.86E-70,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
Ly6e,2.34E-47,0.258804857,1,1,8.25E-43,ALM,L5 IT vs L6 CT,Glut,Glut ALM L5 IT vs L6 CT,1,,,,,,,,
